event_type,event_date,user_id,project_name,organization,action,commits_count,files_changed,is_public,language
MergeEvent,2023-06-20,jen_liu,airbnb/enzyme,airbnb,opened,,,True,Go
MergeEvent,2023-11-27,mark_davis,apache/airflow,apache,opened,,,False,Java
CommitEvent,2023-09-02,robert_brown,hashicorp/terraform,hashicorp,reviewed,8.0,23.0,True,C++
IssuesEvent,2023-02-06,alex_kumar,netflix/archaius,netflix,created,,,False,Rust
CommitEvent,2023-07-23,james_smith,apache/spark,apache,approved,6.0,6.0,True,JavaScript
PushEvent,2023-06-23,anna_wilson,uber/cadence,uber,merged,11.0,15.0,False,TypeScript
CreateEvent,2023-10-30,olivia_zhang,airbnb/lottie,airbnb,opened,,,True,Go
CreateEvent,2023-08-16,tom_nelson,airbnb/enzyme,airbnb,opened,,,True,Java
IssuesEvent,2023-02-24,chris_lee,uber/jaeger,uber,commented,,,False,C++
CreateEvent,2023-08-15,tom_nelson,apache/airflow,apache,commented,,,False,Rust
PullRequestEvent,2023-06-21,sophie_duval,uber/jaeger,uber,approved,38.0,33.0,False,Java
MergeEvent,2023-04-10,jen_liu,facebook/relay,facebook,created,,,True,Go
CommitEvent,2023-09-11,sarah_chen,microsoft/TypeScript,microsoft,opened,1.0,2.0,True,JavaScript
IssuesEvent,2023-04-08,john_taylor,airbnb/visx,airbnb,closed,,,False,Python
PullRequestEvent,2023-11-11,sophie_duval,apache/flink,apache,opened,48.0,88.0,True,C++
IssuesEvent,2023-07-18,mark_davis,elastic/beats,elastic,closed,,,True,Go
PullRequestEvent,2023-11-11,robert_brown,facebook/react-native,facebook,commented,24.0,90.0,False,TypeScript
MergeEvent,2023-09-14,emma_garcia,vercel/swr,vercel,reviewed,,,True,Python
IssuesEvent,2023-06-19,chris_lee,netflix/ribbon,netflix,opened,,,True,Go
CommitEvent,2023-05-11,robert_brown,google/tensorflow,google,opened,7.0,9.0,True,Rust
IssuesEvent,2023-05-04,lisa_anderson,microsoft/playwright,microsoft,reviewed,,,True,Rust
PushEvent,2023-07-06,mike_johnson,elastic/beats,elastic,updated,9.0,5.0,False,Java
PushEvent,2023-09-08,mark_davis,google/tensorflow,google,created,13.0,13.0,True,JavaScript
CreateEvent,2023-01-13,anna_wilson,airbnb/javascript,airbnb,approved,,,True,Java
CreateEvent,2023-12-03,emma_garcia,microsoft/vscode,microsoft,commented,,,True,Rust
CreateEvent,2023-07-21,john_taylor,facebook/docusaurus,facebook,updated,,,True,C++
IssuesEvent,2023-10-27,mike_johnson,google/angular,google,approved,,,False,Python
CommitEvent,2023-11-22,lisa_anderson,netflix/conductor,netflix,updated,13.0,15.0,True,Go
PushEvent,2023-04-11,robert_brown,microsoft/dotnet,microsoft,merged,3.0,6.0,True,Go
CommitEvent,2023-10-21,tom_nelson,apache/airflow,apache,updated,7.0,15.0,True,JavaScript
CreateEvent,2023-12-23,tom_nelson,apache/spark,apache,updated,,,False,Go
CommitEvent,2023-12-03,james_smith,apache/spark,apache,approved,1.0,16.0,True,TypeScript
MergeEvent,2023-02-05,mark_davis,facebook/docusaurus,facebook,reviewed,,,True,Go
CommitEvent,2023-10-10,david_martinez,elastic/kibana,elastic,commented,11.0,3.0,True,Python
MergeEvent,2023-01-20,robert_brown,elastic/kibana,elastic,commented,,,False,C++
CreateEvent,2023-02-26,emma_garcia,elastic/kibana,elastic,merged,,,True,Java
PullRequestEvent,2023-06-13,robert_brown,uber/react-map-gl,uber,commented,38.0,19.0,False,C++
CommitEvent,2023-05-30,maria_rodriguez,apache/kafka,apache,commented,13.0,18.0,True,JavaScript
PullRequestEvent,2023-10-04,nina_patel,microsoft/PowerToys,microsoft,closed,16.0,79.0,False,Python
CommitEvent,2023-09-07,emma_garcia,facebook/relay,facebook,created,12.0,23.0,True,Rust
PushEvent,2023-05-15,sarah_chen,google/kubernetes,google,merged,9.0,12.0,True,Rust
PullRequestEvent,2023-05-29,emma_garcia,netflix/eureka,netflix,updated,31.0,100.0,False,Go
MergeEvent,2023-06-14,rachel_kim,vercel/micro,vercel,merged,,,True,Java
MergeEvent,2023-09-28,lisa_anderson,uber/pyro,uber,opened,,,False,Python
CreateEvent,2023-08-10,mark_davis,google/tensorflow,google,opened,,,True,Go
CommitEvent,2023-07-19,emma_garcia,netflix/conductor,netflix,opened,6.0,2.0,True,Java
PullRequestEvent,2023-02-11,mike_johnson,apache/kafka,apache,created,45.0,28.0,True,TypeScript
PullRequestEvent,2023-12-07,mark_davis,google/flutter,google,created,10.0,92.0,True,Rust
CreateEvent,2023-04-05,rachel_kim,uber/cadence,uber,created,,,False,JavaScript
PushEvent,2023-02-04,sarah_chen,airbnb/mavericks,airbnb,merged,3.0,14.0,True,C++
MergeEvent,2023-01-01,emma_garcia,airbnb/visx,airbnb,closed,,,True,TypeScript
PullRequestEvent,2023-07-15,olivia_zhang,netflix/ribbon,netflix,approved,38.0,97.0,True,JavaScript
CommitEvent,2023-05-13,dan_murphy,airbnb/visx,airbnb,merged,9.0,19.0,True,Python
PullRequestEvent,2023-01-03,alex_kumar,facebook/react,facebook,reviewed,10.0,45.0,False,TypeScript
CreateEvent,2023-12-01,john_taylor,vercel/micro,vercel,commented,,,False,JavaScript
CreateEvent,2023-05-30,anna_wilson,elastic/logstash,elastic,reviewed,,,True,Rust
PushEvent,2023-01-09,mark_davis,apache/kafka,apache,commented,7.0,14.0,True,Go
CommitEvent,2023-02-23,dan_murphy,uber/jaeger,uber,closed,9.0,17.0,True,Java
MergeEvent,2023-02-02,dan_murphy,netflix/zuul,netflix,merged,,,True,Go
CreateEvent,2023-03-19,sarah_chen,microsoft/PowerToys,microsoft,merged,,,False,C++
PushEvent,2023-12-07,david_martinez,facebook/relay,facebook,updated,4.0,3.0,True,C++
PushEvent,2023-01-25,sophie_duval,apache/cassandra,apache,closed,11.0,12.0,True,Go
MergeEvent,2023-10-02,olivia_zhang,hashicorp/nomad,hashicorp,created,,,True,Python
PullRequestEvent,2023-01-30,sophie_duval,netflix/eureka,netflix,approved,46.0,8.0,True,Java
IssuesEvent,2023-07-20,robert_brown,apache/spark,apache,opened,,,True,Java
PullRequestEvent,2023-07-24,david_martinez,google/go,google,commented,50.0,74.0,True,Java
PushEvent,2023-07-12,robert_brown,airbnb/enzyme,airbnb,commented,4.0,4.0,False,Rust
PushEvent,2023-03-10,olivia_zhang,vercel/pkg,vercel,merged,2.0,12.0,True,Rust
PullRequestEvent,2023-10-31,dan_murphy,elastic/elasticsearch,elastic,merged,2.0,50.0,False,TypeScript
CommitEvent,2023-02-11,mark_davis,uber/kraken,uber,closed,15.0,4.0,True,C++
CommitEvent,2023-07-26,james_smith,uber/react-map-gl,uber,created,9.0,8.0,True,Go
PushEvent,2023-08-11,sarah_chen,microsoft/TypeScript,microsoft,approved,14.0,9.0,True,Go
CreateEvent,2023-01-25,lisa_anderson,microsoft/vscode,microsoft,updated,,,True,JavaScript
PullRequestEvent,2023-06-12,dan_murphy,hashicorp/consul,hashicorp,merged,43.0,48.0,False,C++
CommitEvent,2023-04-21,dan_murphy,hashicorp/packer,hashicorp,updated,13.0,16.0,False,Go
CommitEvent,2023-02-23,tom_nelson,airbnb/mavericks,airbnb,commented,4.0,25.0,True,JavaScript
IssuesEvent,2023-05-11,lisa_anderson,microsoft/PowerToys,microsoft,merged,,,True,Rust
IssuesEvent,2023-07-20,rachel_kim,airbnb/mavericks,airbnb,closed,,,True,JavaScript
MergeEvent,2023-05-16,john_taylor,hashicorp/nomad,hashicorp,updated,,,False,C++
PullRequestEvent,2023-01-18,dan_murphy,elastic/apm-server,elastic,approved,43.0,62.0,True,C++
PullRequestEvent,2023-07-12,jen_liu,elastic/kibana,elastic,approved,28.0,25.0,True,Java
MergeEvent,2023-02-08,lisa_anderson,facebook/react-native,facebook,closed,,,True,Rust
PushEvent,2023-10-03,alex_kumar,google/tensorflow,google,updated,8.0,20.0,False,Go
MergeEvent,2023-09-23,john_taylor,uber/kraken,uber,opened,,,True,Java
MergeEvent,2023-12-11,emma_garcia,elastic/logstash,elastic,reviewed,,,True,Java
CommitEvent,2023-02-24,lisa_anderson,elastic/elasticsearch,elastic,created,15.0,2.0,True,TypeScript
PullRequestEvent,2023-04-30,anna_wilson,elastic/apm-server,elastic,reviewed,21.0,97.0,True,Go
PullRequestEvent,2023-04-15,dan_murphy,elastic/apm-server,elastic,closed,14.0,62.0,True,Python
CreateEvent,2023-04-03,david_martinez,uber/react-map-gl,uber,created,,,False,Rust
PullRequestEvent,2023-04-22,john_taylor,elastic/elasticsearch,elastic,created,18.0,96.0,False,Go
CreateEvent,2023-10-07,sophie_duval,apache/spark,apache,commented,,,True,TypeScript
PullRequestEvent,2023-12-12,anna_wilson,netflix/eureka,netflix,reviewed,45.0,48.0,True,JavaScript
PushEvent,2023-06-15,mike_johnson,facebook/react-native,facebook,approved,14.0,5.0,True,Python
MergeEvent,2023-03-03,tom_nelson,microsoft/vscode,microsoft,opened,,,False,Rust
IssuesEvent,2023-01-22,james_smith,hashicorp/nomad,hashicorp,merged,,,False,Python
MergeEvent,2023-05-14,tom_nelson,google/go,google,commented,,,True,Java
PushEvent,2023-06-01,chris_lee,google/kubernetes,google,approved,15.0,10.0,True,C++
CommitEvent,2023-06-16,emma_garcia,hashicorp/consul,hashicorp,created,1.0,22.0,True,C++
PushEvent,2023-10-07,anna_wilson,netflix/ribbon,netflix,merged,3.0,13.0,True,JavaScript
IssuesEvent,2023-10-16,jen_liu,apache/flink,apache,merged,,,True,C++
PullRequestEvent,2023-07-04,jen_liu,vercel/pkg,vercel,reviewed,28.0,3.0,True,TypeScript
PushEvent,2023-12-05,mike_johnson,facebook/react-native,facebook,opened,15.0,14.0,True,Rust
PushEvent,2023-03-13,emma_garcia,vercel/pkg,vercel,approved,5.0,17.0,True,Go
CreateEvent,2023-05-16,emma_garcia,hashicorp/consul,hashicorp,reviewed,,,False,C++
PushEvent,2023-05-05,sophie_duval,airbnb/enzyme,airbnb,approved,13.0,6.0,False,C++
PushEvent,2023-02-05,sarah_chen,facebook/yoga,facebook,opened,4.0,3.0,True,Python
PushEvent,2023-06-20,sophie_duval,google/go,google,approved,3.0,4.0,True,Java
CreateEvent,2023-05-14,james_smith,apache/flink,apache,created,,,True,TypeScript
PushEvent,2023-09-15,maria_rodriguez,microsoft/terminal,microsoft,opened,14.0,7.0,True,JavaScript
CreateEvent,2023-02-11,dan_murphy,hashicorp/terraform,hashicorp,commented,,,True,JavaScript
CreateEvent,2023-01-17,tom_nelson,vercel/hyper,vercel,opened,,,True,TypeScript
CommitEvent,2023-07-15,tom_nelson,uber/jaeger,uber,merged,5.0,12.0,True,Java
PullRequestEvent,2023-02-28,mike_johnson,google/chromium,google,commented,12.0,61.0,True,TypeScript
MergeEvent,2023-06-15,anna_wilson,microsoft/vscode,microsoft,opened,,,True,Java
CommitEvent,2023-12-12,sarah_chen,facebook/react-native,facebook,reviewed,15.0,17.0,True,JavaScript
MergeEvent,2023-08-07,nina_patel,vercel/pkg,vercel,commented,,,True,JavaScript
PullRequestEvent,2023-05-28,sarah_chen,uber/react-map-gl,uber,updated,45.0,16.0,True,C++
CommitEvent,2023-10-30,david_martinez,google/go,google,created,3.0,15.0,True,Python
IssuesEvent,2023-05-20,dan_murphy,airbnb/lottie,airbnb,approved,,,False,Rust
CreateEvent,2023-01-07,james_smith,uber/jaeger,uber,created,,,False,Go
IssuesEvent,2023-10-18,sophie_duval,airbnb/javascript,airbnb,merged,,,False,Rust
MergeEvent,2023-03-23,robert_brown,microsoft/vscode,microsoft,reviewed,,,True,Java
MergeEvent,2023-12-02,mark_davis,vercel/swr,vercel,reviewed,,,True,Go
CommitEvent,2023-08-27,dan_murphy,elastic/apm-server,elastic,reviewed,4.0,23.0,True,Go
PullRequestEvent,2023-10-28,jen_liu,microsoft/TypeScript,microsoft,closed,8.0,84.0,False,C++
MergeEvent,2023-07-02,john_taylor,netflix/archaius,netflix,created,,,False,Rust
PushEvent,2023-03-30,robert_brown,microsoft/TypeScript,microsoft,merged,8.0,2.0,True,TypeScript
CreateEvent,2023-02-06,nina_patel,facebook/relay,facebook,merged,,,False,Java
CommitEvent,2023-04-04,tom_nelson,netflix/eureka,netflix,merged,1.0,2.0,False,C++
CommitEvent,2023-01-30,nina_patel,uber/pyro,uber,updated,1.0,10.0,False,Python
PullRequestEvent,2023-08-04,dan_murphy,netflix/eureka,netflix,reviewed,39.0,75.0,True,Python
CreateEvent,2023-05-13,dan_murphy,airbnb/mavericks,airbnb,approved,,,True,Java
PushEvent,2023-06-05,maria_rodriguez,uber/pyro,uber,reviewed,6.0,23.0,True,C++
CommitEvent,2023-02-03,maria_rodriguez,microsoft/TypeScript,microsoft,approved,11.0,18.0,True,TypeScript
PullRequestEvent,2023-11-02,james_smith,elastic/logstash,elastic,approved,11.0,75.0,False,Go
CreateEvent,2023-01-11,jen_liu,hashicorp/vault,hashicorp,approved,,,True,TypeScript
PushEvent,2023-02-21,sarah_chen,uber/cadence,uber,created,1.0,22.0,True,Java
PushEvent,2023-04-25,anna_wilson,vercel/next.js,vercel,updated,6.0,7.0,True,Go
CreateEvent,2023-02-26,mark_davis,google/tensorflow,google,reviewed,,,True,Python
PushEvent,2023-11-19,mark_davis,apache/kafka,apache,opened,1.0,6.0,True,C++
PushEvent,2023-07-10,anna_wilson,airbnb/javascript,airbnb,reviewed,12.0,13.0,False,Go
PushEvent,2023-05-26,olivia_zhang,apache/cassandra,apache,created,10.0,21.0,True,Java
MergeEvent,2023-05-26,rachel_kim,uber/react-map-gl,uber,opened,,,True,TypeScript
MergeEvent,2023-12-03,sarah_chen,netflix/zuul,netflix,updated,,,False,Python
MergeEvent,2023-01-26,sarah_chen,apache/kafka,apache,created,,,False,Rust
MergeEvent,2023-04-05,david_martinez,microsoft/playwright,microsoft,created,,,True,TypeScript
PullRequestEvent,2023-04-21,emma_garcia,elastic/kibana,elastic,approved,23.0,42.0,True,Go
MergeEvent,2023-06-04,chris_lee,apache/beam,apache,commented,,,True,C++
PushEvent,2023-02-14,sarah_chen,microsoft/dotnet,microsoft,approved,7.0,19.0,True,Rust
PushEvent,2023-02-11,anna_wilson,uber/cadence,uber,created,1.0,23.0,True,C++
PushEvent,2023-09-21,tom_nelson,netflix/hystrix,netflix,closed,6.0,11.0,False,C++
PushEvent,2023-09-11,alex_kumar,netflix/archaius,netflix,commented,15.0,2.0,False,Go
CreateEvent,2023-04-18,chris_lee,google/chromium,google,closed,,,True,Rust
MergeEvent,2023-04-03,david_martinez,elastic/kibana,elastic,merged,,,True,Java
CreateEvent,2023-04-03,robert_brown,vercel/hyper,vercel,merged,,,True,TypeScript
MergeEvent,2023-07-24,lisa_anderson,uber/kraken,uber,opened,,,True,TypeScript
CommitEvent,2023-02-08,olivia_zhang,hashicorp/vault,hashicorp,updated,3.0,14.0,True,Rust
MergeEvent,2023-07-13,dan_murphy,facebook/relay,facebook,reviewed,,,False,C++
PullRequestEvent,2023-08-22,james_smith,facebook/relay,facebook,closed,5.0,4.0,True,Go
MergeEvent,2023-10-04,emma_garcia,airbnb/lottie,airbnb,closed,,,True,JavaScript
CommitEvent,2023-12-19,lisa_anderson,apache/flink,apache,merged,14.0,16.0,True,TypeScript
MergeEvent,2023-01-02,rachel_kim,microsoft/playwright,microsoft,updated,,,False,C++
IssuesEvent,2023-11-30,tom_nelson,google/angular,google,created,,,True,Go
CreateEvent,2023-11-16,john_taylor,hashicorp/packer,hashicorp,merged,,,False,JavaScript
PushEvent,2023-12-28,dan_murphy,google/chromium,google,closed,1.0,1.0,True,C++
CommitEvent,2023-08-02,nina_patel,hashicorp/vagrant,hashicorp,approved,15.0,4.0,True,Python
PullRequestEvent,2023-07-25,mike_johnson,google/angular,google,reviewed,23.0,11.0,True,Python
PullRequestEvent,2023-07-11,tom_nelson,elastic/kibana,elastic,updated,22.0,25.0,True,C++
PullRequestEvent,2023-07-02,jen_liu,netflix/conductor,netflix,merged,28.0,100.0,True,C++
PullRequestEvent,2023-04-11,jen_liu,facebook/docusaurus,facebook,merged,41.0,37.0,True,Go
CreateEvent,2023-07-03,chris_lee,uber/react-map-gl,uber,merged,,,False,Python
PullRequestEvent,2023-08-08,alex_kumar,hashicorp/terraform,hashicorp,merged,35.0,79.0,False,JavaScript
IssuesEvent,2023-03-19,anna_wilson,airbnb/visx,airbnb,opened,,,False,Go
MergeEvent,2023-04-30,nina_patel,vercel/swr,vercel,closed,,,True,C++
PullRequestEvent,2023-08-27,anna_wilson,apache/flink,apache,closed,22.0,2.0,True,Java
CreateEvent,2023-01-13,sophie_duval,microsoft/vscode,microsoft,reviewed,,,True,Rust
IssuesEvent,2023-03-24,alex_kumar,uber/kraken,uber,created,,,False,JavaScript
MergeEvent,2023-01-28,dan_murphy,vercel/swr,vercel,created,,,True,TypeScript
MergeEvent,2023-05-17,chris_lee,netflix/hystrix,netflix,updated,,,True,Java
MergeEvent,2023-12-13,david_martinez,netflix/hystrix,netflix,merged,,,True,Java
IssuesEvent,2023-02-16,rachel_kim,vercel/turbo,vercel,merged,,,False,Rust
PullRequestEvent,2023-04-29,james_smith,airbnb/mavericks,airbnb,created,33.0,74.0,True,Go
PushEvent,2023-07-29,maria_rodriguez,netflix/eureka,netflix,opened,11.0,25.0,True,Python
CreateEvent,2023-01-06,sarah_chen,airbnb/mavericks,airbnb,approved,,,True,Rust
CreateEvent,2023-11-03,john_taylor,airbnb/mavericks,airbnb,merged,,,True,Java
PullRequestEvent,2023-05-13,mark_davis,elastic/apm-server,elastic,commented,22.0,61.0,True,Go
PushEvent,2023-09-19,mike_johnson,vercel/turbo,vercel,updated,10.0,10.0,True,TypeScript
CreateEvent,2023-09-25,robert_brown,google/flutter,google,closed,,,False,TypeScript
CommitEvent,2023-06-03,james_smith,hashicorp/terraform,hashicorp,opened,7.0,9.0,True,JavaScript
IssuesEvent,2023-06-13,john_taylor,vercel/micro,vercel,merged,,,False,Go
CommitEvent,2023-06-08,david_martinez,facebook/docusaurus,facebook,updated,4.0,18.0,True,Go
MergeEvent,2023-11-03,tom_nelson,vercel/turbo,vercel,opened,,,True,C++
PullRequestEvent,2023-10-05,jen_liu,facebook/yoga,facebook,updated,2.0,87.0,True,Go
CreateEvent,2023-06-28,rachel_kim,google/flutter,google,opened,,,True,JavaScript
CommitEvent,2023-05-31,david_martinez,uber/cadence,uber,updated,13.0,13.0,True,Java
CommitEvent,2023-10-22,robert_brown,apache/flink,apache,updated,1.0,5.0,True,Rust
CommitEvent,2023-06-10,david_martinez,airbnb/javascript,airbnb,commented,12.0,20.0,True,Go
CreateEvent,2023-10-14,maria_rodriguez,apache/flink,apache,opened,,,True,JavaScript
PushEvent,2023-09-21,rachel_kim,microsoft/PowerToys,microsoft,reviewed,5.0,9.0,True,Go
CreateEvent,2023-09-09,mark_davis,apache/beam,apache,closed,,,True,JavaScript
MergeEvent,2023-06-17,mark_davis,facebook/relay,facebook,updated,,,True,TypeScript
PullRequestEvent,2023-01-26,james_smith,uber/pyro,uber,merged,40.0,54.0,True,TypeScript
MergeEvent,2023-11-27,robert_brown,vercel/turbo,vercel,merged,,,True,Rust
CreateEvent,2023-06-30,robert_brown,vercel/hyper,vercel,commented,,,False,Java
CreateEvent,2023-12-21,sarah_chen,hashicorp/packer,hashicorp,closed,,,False,Python
IssuesEvent,2023-04-16,david_martinez,uber/jaeger,uber,closed,,,True,Python
PushEvent,2023-12-27,dan_murphy,vercel/turbo,vercel,opened,5.0,6.0,True,JavaScript
PushEvent,2023-08-11,dan_murphy,facebook/relay,facebook,opened,2.0,5.0,True,Java
CreateEvent,2024-01-01,john_taylor,elastic/logstash,elastic,opened,,,True,Go
CreateEvent,2023-06-06,olivia_zhang,google/angular,google,approved,,,True,Python
PushEvent,2023-05-17,john_taylor,vercel/next.js,vercel,opened,3.0,18.0,True,JavaScript
MergeEvent,2023-04-30,maria_rodriguez,netflix/hystrix,netflix,approved,,,True,JavaScript
PullRequestEvent,2023-07-28,anna_wilson,microsoft/TypeScript,microsoft,opened,19.0,4.0,False,C++
PushEvent,2023-05-10,james_smith,elastic/apm-server,elastic,created,3.0,15.0,False,Java
MergeEvent,2023-02-11,john_taylor,apache/flink,apache,closed,,,True,JavaScript
MergeEvent,2023-10-30,rachel_kim,netflix/ribbon,netflix,commented,,,True,Rust
PushEvent,2023-04-12,lisa_anderson,airbnb/javascript,airbnb,reviewed,13.0,3.0,True,JavaScript
CommitEvent,2023-09-12,lisa_anderson,apache/flink,apache,closed,11.0,18.0,True,Go
PushEvent,2023-10-05,olivia_zhang,vercel/swr,vercel,closed,5.0,22.0,True,Go
CommitEvent,2023-03-17,john_taylor,airbnb/mavericks,airbnb,opened,11.0,2.0,False,Rust
CreateEvent,2023-04-14,robert_brown,apache/cassandra,apache,opened,,,True,Python
MergeEvent,2023-10-27,maria_rodriguez,airbnb/visx,airbnb,reviewed,,,True,Rust
IssuesEvent,2023-09-13,tom_nelson,netflix/conductor,netflix,commented,,,False,Java
IssuesEvent,2023-04-19,mike_johnson,uber/react-map-gl,uber,reviewed,,,True,Go
PushEvent,2023-11-07,anna_wilson,uber/cadence,uber,opened,8.0,10.0,False,Go
IssuesEvent,2023-04-20,rachel_kim,vercel/hyper,vercel,created,,,True,Rust
PullRequestEvent,2024-01-01,david_martinez,netflix/archaius,netflix,opened,2.0,53.0,True,TypeScript
PushEvent,2023-01-16,alex_kumar,airbnb/enzyme,airbnb,approved,10.0,11.0,True,Java
PushEvent,2023-02-19,robert_brown,netflix/archaius,netflix,reviewed,2.0,1.0,True,Python
CreateEvent,2023-11-19,rachel_kim,facebook/react-native,facebook,opened,,,False,Java
CreateEvent,2023-10-23,john_taylor,apache/cassandra,apache,opened,,,True,Java
CreateEvent,2023-07-23,dan_murphy,vercel/swr,vercel,merged,,,True,C++
PullRequestEvent,2023-07-01,james_smith,netflix/ribbon,netflix,approved,16.0,22.0,False,Go
PullRequestEvent,2023-12-29,mark_davis,apache/flink,apache,opened,2.0,88.0,True,JavaScript
PushEvent,2023-12-27,lisa_anderson,elastic/elasticsearch,elastic,reviewed,9.0,2.0,True,JavaScript
PullRequestEvent,2023-10-19,jen_liu,facebook/relay,facebook,closed,38.0,34.0,True,Go
PullRequestEvent,2023-10-31,maria_rodriguez,netflix/eureka,netflix,created,18.0,1.0,True,Go
PullRequestEvent,2023-10-10,mark_davis,uber/pyro,uber,closed,5.0,65.0,True,Rust
PushEvent,2023-02-13,jen_liu,elastic/elasticsearch,elastic,closed,3.0,2.0,True,JavaScript
PullRequestEvent,2023-08-02,david_martinez,elastic/beats,elastic,updated,29.0,47.0,True,Rust
CommitEvent,2023-02-27,dan_murphy,google/flutter,google,approved,3.0,24.0,True,Python
